status,updated,from_status,reporter,when,days_in_from_status,who,to_status,assignee,key,description_length,summary_length,days_in_current_status,days_since_open,project,created,transition,resolutiondate,comment_count,priority,vote_count,issue_type,watch_count,resolution
Closed,2016-02-01T14:56:04.710+0000,Patch Available,rdblue,2015-12-04T19:48:27.518+0000,0.891911227,rdblue,Resolved,rdblue,AVRO-1765,413,38,814.6773105,0.910951632,AVRO,2015-12-03T21:56:41.297+0000,Patch Available to Resolved,2015-12-04T19:48:27.486+0000,6,Major,0,Task,5,Fixed
Closed,2016-02-01T14:56:04.710+0000,Resolved,rdblue,2016-02-01T14:56:04.716+0000,58.79695831,tomwhite,Closed,rdblue,AVRO-1765,413,38,814.6773105,59.70790994,AVRO,2015-12-03T21:56:41.297+0000,Resolved to Closed,2015-12-04T19:48:27.486+0000,6,Major,0,Task,5,Fixed
Open,2016-09-20T12:55:06.317+0000,NA,blessanabraham,2015-10-21T18:02:43.566+0000,NA,blessanabraham,Open,NA,AVRO-1751,331,56,917.5476942,NA,AVRO,2015-10-21T18:02:43.566+0000,Non-existent to Open,NA,3,Major,0,Task,4,NA
Closed,2017-07-20T05:43:55.958+0000,NA,rdblue,2015-08-27T02:22:00.895+0000,NA,rdblue,Open,rdblue,AVRO-1722,121,20,814.6774682,NA,AVRO,2015-08-27T02:22:00.895+0000,Non-existent to Open,2015-12-15T23:26:54.198+0000,41,Blocker,0,Task,7,Fixed
Closed,2017-07-20T05:43:55.958+0000,Open,rdblue,2015-12-15T23:26:48.640+0000,110.8783304,rdblue,In Progress,rdblue,AVRO-1722,121,20,814.6774682,110.8783304,AVRO,2015-08-27T02:22:00.895+0000,Open to In Progress,2015-12-15T23:26:54.198+0000,41,Blocker,0,Task,7,Fixed
Closed,2017-07-20T05:43:55.958+0000,In Progress,rdblue,2015-12-15T23:26:54.228+0000,6.47E-05,rdblue,Resolved,rdblue,AVRO-1722,121,20,814.6774682,110.8783951,AVRO,2015-08-27T02:22:00.895+0000,In Progress to Resolved,2015-12-15T23:26:54.198+0000,41,Blocker,0,Task,7,Fixed
Closed,2017-07-20T05:43:55.958+0000,Resolved,rdblue,2016-02-01T14:55:51.095+0000,47.64510263,tomwhite,Closed,rdblue,AVRO-1722,121,20,814.6774682,158.5234977,AVRO,2015-08-27T02:22:00.895+0000,Resolved to Closed,2015-12-15T23:26:54.198+0000,41,Blocker,0,Task,7,Fixed
Open,2016-04-22T16:09:18.270+0000,NA,tomwhite,2015-07-16T13:34:02.736+0000,NA,tomwhite,Open,NA,AVRO-1705,213,53,1014.734278,NA,AVRO,2015-07-16T13:34:02.736+0000,Non-existent to Open,NA,5,Critical,0,Task,7,NA
Closed,2016-02-03T19:15:56.367+0000,NA,rdblue,2015-07-06T17:56:42.256+0000,NA,rdblue,Open,rdblue,AVRO-1692,399,49,814.6773468,NA,AVRO,2015-07-06T17:56:42.256+0000,Non-existent to Open,2015-07-14T14:09:04.485+0000,15,Major,0,Task,6,Fixed
Closed,2016-02-03T19:15:56.367+0000,Open,rdblue,2015-07-14T14:09:04.518+0000,7.841924329,tomwhite,Resolved,rdblue,AVRO-1692,399,49,814.6773468,7.841924329,AVRO,2015-07-06T17:56:42.256+0000,Open to Resolved,2015-07-14T14:09:04.485+0000,15,Major,0,Task,6,Fixed
Closed,2016-02-03T19:15:56.367+0000,Resolved,rdblue,2016-02-01T14:56:01.592+0000,202.032605,tomwhite,Closed,rdblue,AVRO-1692,399,49,814.6773468,209.8745294,AVRO,2015-07-06T17:56:42.256+0000,Resolved to Closed,2015-07-14T14:09:04.485+0000,15,Major,0,Task,6,Fixed
